reporting_date,uniqueContID,ProductID,platform_identifier,confirmation_platform,counterparty_1_lei,counterparty_1_ID,counterparty_1_country,counterparty_2_lei,counterparty_2_name,counterparty_2_country,counterparty_2_sector,counterparty_2_rating,asset_class,contract_type,product_name,instrument_type,underlying_asset_type,underlying_id,underlying_name,cfi_code,isin,trade_date,effective_date,maturity_date,termination_date, notional_amount_leg1 ,notional_currency_leg1, notional_amount_leg2 ,notional_currency_leg2, price ,price_currency,fixed_rate_leg1,fixed_rate_leg2,floating_rate_index_leg1,floating_rate_index_leg2,spread_leg1_bps,spread_leg2_bps,payment_frequency_leg1,payment_frequency_leg2,day_count_leg1,day_count_leg2,buyer_lei,seller_lei,payer_leg1,receiver_leg1,direction,position_side,quantity,unit_of_measure,cleared,central_counterparty_lei,clearing_timestamp,settlement_date,settlement_currency,settlement_type,valuation_timestamp,valuation_amount,valuation_currency,valuation_method,valuation_source,collateralisation_category,collateral_portfolio_indicator,collateral_portfolio_code, initial_margin_posted , initial_margin_received , variation_margin_posted , variation_margin_received , excess_collateral_posted , excess_collateral_received ,margin_currency,option_type,option_style,strike_price,strike_currency,option_premium,premium_currency,premium_payment_date,expiry_date,reference_entity_lei,reference_entity_name,reference_obligation,seniority,credit_event,restructuring_clause,master_agreement_type,master_agreement_version,netting_set_id,margin_agreement_id,beneficiary_lei,broker_lei,clearing_member_lei
31/5/25,99999990263,99990001,MTF,Manual,254900F6KD0V3NHL4K90,AkbarBank SG,SG,J6VNK3L4Y19OQUEXDK50,Counterparty 228 Holdings,HK,Corporate,AA,Interest Rate,Swap,Overnight Index Swap,OTC Derivative,Interest Rate,SOFR,SOFR,SRXXXX,,10/7/25,12/7/25,10/7/32,,"300,000,000",USD,,,0.035948,USD,0.035948,,EURIBOR,,-12.48,,Semi-Annual,,30/360,,5493001KJTIIGC8Y1R12,J6VNK3L4Y19OQUEXDK50,J6VNK3L4Y19OQUEXDK50,5493001KJTIIGC8Y1R12,Buy,Short,,,N,,,11/7/25,USD,Physical,2025-07-11T19:00:00,"6,667,611",USD,Mark-to-Market,Counterparty Statement,One-way CSA,Y,CSA-8778,"6,889,732","2,013,843","5,067,667","4,760,149","325,009","1,094,294",USD,,,,,,,,,,,,,,,None,,NS-122,MA-249,,,
31/5/25,99999990264,99990001,OTC,Manual,254900F6KD0V3NHL4K90,AkbarBank SG,SG,Y7PMSRBBXJKSIYXM3M98,Counterparty 286 Bank,FR,Fund,BB,Foreign Exchange,Forward,NDF,OTC Derivative,Currency Pair,CNH/USD,CNH/USD,FFCXXX,,16/2/25,16/2/25,16/2/28,,"50,000,000",CNH,," 44,594,800 ", 0.89190 ,USD,,,,,,,Annual,,ACT/365,,5493001KJTIIGC8Y1R12,Y7PMSRBBXJKSIYXM3M98,Y7PMSRBBXJKSIYXM3M98,Y7PMSRBBXJKSIYXM3M98,Buy,Long,,,N,,,17/2/25,CNH,Cash,2025-02-16T19:00:00,"2,098,104",CNH,Mark-to-Market,Internal Model,One-way CSA,Y,CSA-7679,"501,862","1,182,886", -   ,"2,098,104","211,641","73,126",CNH,,,,,,,,,,,,,,,None,2002,NS-119,MA-225,,US66NW5FLGSZ4FQYP662,
31/5/25,99999990265,99990001,MTF,TriOptima,254900F6KD0V3NHL4K90,AkbarBank SG,SG,5ISACCJB8ZDFTYBUFB81,Counterparty 884 Capital,HK,Sovereign,AA,Equity,Forward,Equity Forward,OTC Derivative,Single Name Equity,MSFT,MSFT US Equity,SESXXX,US9346257880,25/5/25,26/5/25,26/5/26,,"4,000,000",HKD,,,33.3889,HKD,,,,,,,Monthly,,ACT/360,,5493001KJTIIGC8Y1R12,5ISACCJB8ZDFTYBUFB81,5ISACCJB8ZDFTYBUFB81,5ISACCJB8ZDFTYBUFB81,Buy,Long,268355,Shares,N,,,27/5/25,HKD,Cash,2025-05-25T19:00:00,"57,173",HKD,Mark-to-Market,Counterparty Statement,One-way CSA,Y,CSA-6714,"63,159","71,423", -   ,"57,173","34,122","34,609",HKD,,,,,,,,,,,,,,,None,2018,NS-149,MA-229,,,
31/5/25,99999990266,99990001,MTF,TriOptima,254900F6KD0V3NHL4K90,AkbarBank SG,SG,WOEFCW9NPA15M26SIG81,Counterparty 698 Pte Ltd,DE,Corporate,BBB,Interest Rate,Option,Swaption,OTC Derivative,Interest Rate,HIBOR,HIBOR,SRXXXX,,19/1/26,21/1/26,21/1/27,,"600,000,000",CNH,,,0.04803,CNH,0.04803,,EURIBOR,,78.14,,Monthly,,30/360,,5493001KJTIIGC8Y1R12,WOEFCW9NPA15M26SIG81,WOEFCW9NPA15M26SIG81,WOEFCW9NPA15M26SIG81,Buy,Short,,,N,,,21/1/26,CNH,Cash,2026-01-20T19:00:00,"872,363",CNH,Mark-to-Model,Market Data Vendor,Partially Collateralised,Y,CSA-9810,"8,616,892","15,655,194", -   ,"872,363","5,804,736","4,055",CNH,Put,Bermudan,154.2584,CNH,19517109.71,CNH,21/1/26,20/12/26,,,,,,,None,1992,NS-108,MA-220,,,
31/5/25,99999990267,99990001,SEF,TriOptima,254900F6KD0V3NHL4K90,AkbarBank SG,SG,U5YSB9M9X8BUBESH2G59,Counterparty 437 Investments,US,Bank,B,Foreign Exchange,Swap,FX Swap,OTC Derivative,Currency Pair,HKD/EUR,HKD/EUR,SFCXXX,,11/10/25,12/10/25,12/4/26,,"300,000,000",HKD,"307,220,471",EUR,1.377945,EUR,,,,,,,Monthly,Monthly,30/360,,U5YSB9M9X8BUBESH2G59,254900F6KD0V3NHL4K90,U5YSB9M9X8BUBESH2G59,254900F6KD0V3NHL4K90,Sell,Long,,,N,,,12/10/25,HKD,Physical,2025-10-13T19:00:00,"1,227,942",HKD,Mark-to-Model,Internal Model,Uncollateralised,N,CSA-6646,"354,400","7,857,337", -   ,"1,227,942","447,705","543,474",HKD,,,,,,,,,,,,,,,ISDA,2002,NS-126,MA-238,,,
31/5/25,99999990268,99990001,OTC,Manual,254900F6KD0V3NHL4K90,AkbarBank SG,SG,KCA5MBIQLY1IQ2XP4S13,Counterparty 814 Capital,CN,Corporate,B,Foreign Exchange,Forward,FX Forward,OTC Derivative,Currency Pair,AUD/GBP,AUD/GBP,FFCXXX,,12/9/25,12/9/25,11/9/28,,"800,000,000",AUD,," 845,212,000 ", 1.05652 ,GBP,,,,,,,Annual,,30/360,,KCA5MBIQLY1IQ2XP4S13,254900F6KD0V3NHL4K90,KCA5MBIQLY1IQ2XP4S13,254900F6KD0V3NHL4K90,Sell,Short,,,Y,CMEGUS33XXX,2025-09-12T05:00:00,14/9/25,AUD,Cash,2025-09-15T19:00:00,"36,990,186",AUD,Mark-to-Model,Counterparty Statement,Fully Collateralised,Y,CSA-6833,"8,685,288","7,294,293","3,501,917","36,990,186","190,234","5,792,478",AUD,,,,,,,,,,,,,,,GMRA,2018,NS-151,MA-203,,,1ZT7UPJB34X74A6SPK93
31/5/25,99999990269,99990001,MTF,MarkitWire,254900F6KD0V3NHL4K90,AkbarBank SG,SG,Z3KAD3MRLMC32O5JUR91,Counterparty 907 Capital,GB,Broker Dealer,B,Interest Rate,Swap,Overnight Index Swap,OTC Derivative,Interest Rate,SOFR,SOFR,SRXXXX,,9/12/25,9/12/25,9/12/27,,"90,000,000",HKD,,,0.024647,HKD,0.024647,,BBSW,,159.16,,Quarterly,,30/360,,254900F6KD0V3NHL4K90,Z3KAD3MRLMC32O5JUR91,Z3KAD3MRLMC32O5JUR91,Z3KAD3MRLMC32O5JUR91,Buy,Short,,,N,,,10/12/25,HKD,Physical,2025-12-09T19:00:00,"-2,881,478",HKD,Mark-to-Market,Market Data Vendor,One-way CSA,Y,CSA-2324,"927,441","1,776,421","169,584", -   ,"526,140","291,761",HKD,,,,,,,,,,,,,,,ISDA,,NS-142,MA-257,,KZWL3QJ91YLWHD7X5O77,
31/5/25,99999990270,99990001,SEF,TriOptima,254900F6KD0V3NHL4K90,AkbarBank SG,SG,3C0I4L8G03MP2QYGIF95,Counterparty 425 Investments,JP,Fund,BB,Equity,Swap,Equity Swap,OTC Derivative,Single Name Equity,Toyota,Toyota JP Equity,SESXXX,US1963060508,12/7/25,17/7/25,17/7/26,,"1,400,000,000",SGD,,,75.3148,SGD,,,,,,,Semi-Annual,,ACT/360,,5493001KJTIIGC8Y1R12,3C0I4L8G03MP2QYGIF95,5493001KJTIIGC8Y1R12,5493001KJTIIGC8Y1R12,Buy,Short,198494,MMBtu,Y,SGXASGSGXXX,2025-07-12T03:00:00,14/7/25,SGD,Cash,2025-07-14T19:00:00,"94,740,163",SGD,Mark-to-Market,Counterparty Statement,Fully Collateralised,N,CSA-1397,"25,103,941","39,892,456", -   ,"94,740,163","10,478,817","8,801,951",SGD,,,,,,,,,,,,,,,ISDA,1992,NS-133,MA-254,,,6WFSJDJXPZTXCJ9LPG41
31/5/25,99999990271,99990001,SEF,TriOptima,254900F6KD0V3NHL4K90,AkbarBank SG,SG,OFCK44HGUB0JH3IYVE67,Counterparty 318 Bank,GB,Fund,B,Interest Rate,Option,Swaption,OTC Derivative,Interest Rate,SORA,SORA,SRXXXX,,19/9/25,19/9/25,17/9/32,,"320,000,000",USD,,,0.012296,USD,0.012296,,SORA,,69.12,,Quarterly,,ACT/365,,254900F6KD0V3NHL4K90,OFCK44HGUB0JH3IYVE67,254900F6KD0V3NHL4K90,254900F6KD0V3NHL4K90,Buy,Short,,,Y,CMEGUS33XXX,2025-09-19T05:00:00,20/9/25,USD,Cash,2025-09-19T19:00:00,"14,686,527",USD,Mark-to-Market,Internal Model,One-way CSA,Y,CSA-1731,"4,249,474","6,522,215", -   ,"14,686,527","241,654","779,478",USD,Call,American,59.6803,USD,924882.97,USD,21/9/25,9/9/32,,,,,,,GMRA,1992,NS-115,MA-215,,,59CNTWDKU6Z2ZDPDRA87
31/5/25,99999990272,99990001,OTC,Manual,254900F6KD0V3NHL4K90,AkbarBank SG,SG,JAGP89KXPLC9MEY7H038,Counterparty 525 Pte Ltd,IN,Corporate,AA,Interest Rate,Swap,Basis Swap,OTC Derivative,Interest Rate,SONIA,SONIA,SRXXXX,,3/5/25,3/5/25,1/5/35,,"850,000,000",USD,,,0.043001,USD,0.043001,,SORA,SOFR,-37.18,56.08,Annual,Monthly,30/360,ACT/360,5493001KJTIIGC8Y1R12,JAGP89KXPLC9MEY7H038,5493001KJTIIGC8Y1R12,JAGP89KXPLC9MEY7H038,Buy,Long,,,N,,,4/5/25,USD,Physical,2025-05-06T19:00:00,"-33,050,834",USD,Mark-to-Model,Counterparty Statement,Uncollateralised,N,CSA-3316,"18,290,420","19,903,855","15,526,521", -   ,"7,194,887","2,044,400",USD,,,,,,,,,,,,,,,GMRA,,NS-106,MA-208,,,
31/5/25,99999990273,99990001,MTF,TriOptima,254900F6KD0V3NHL4K90,AkbarBank SG,SG,BXX5N3GM874SCKINSY18,Counterparty 409 Capital,US,Fund,A,Equity,Swap,Equity Swap,OTC Derivative,Single Name Equity,AAPL,AAPL US Equity,SESXXX,US0476163226,9/2/26,14/2/26,12/2/33,,"350,000,000",HKD,,,247.7805,HKD,,,,,,,At Maturity,,30/360,,BXX5N3GM874SCKINSY18,5493001KJTIIGC8Y1R12,5493001KJTIIGC8Y1R12,5493001KJTIIGC8Y1R12,Sell,Short,304945,Metric Tonnes,Y,CMEGUS33XXX,2026-02-09T08:00:00,10/2/26,HKD,Cash,2026-02-12T19:00:00,"-16,396,299",HKD,Mark-to-Model,Internal Model,Partially Collateralised,Y,CSA-9033,"9,692,359","2,750,285","16,396,299", -   ,"434,836","977,058",HKD,,,,,,,,,,,,,,,GMRA,2018,NS-126,MA-222,,JHK4DYVORECQDYJGF867,6KR4H7MBF8H2ZD4V2788
31/5/25,99999990274,99990001,MTF,Internal,254900F6KD0V3NHL4K90,AkbarBank SG,SG,A1E5NU0PG0MGK3XW2L63,Counterparty 205 Investments,CN,Asset Manager,A,Foreign Exchange,Option,FX Option,OTC Derivative,Currency Pair,SGD/USD,SGD/USD,SFCXXX,,3/11/25,5/11/25,3/11/32,,"140,000,000",SGD,,,1.42769,USD,,,,,,,Monthly,,ACT/365,,5493001KJTIIGC8Y1R12,A1E5NU0PG0MGK3XW2L63,A1E5NU0PG0MGK3XW2L63,5493001KJTIIGC8Y1R12,Buy,Long,,,N,,,4/11/25,SGD,Physical,2025-11-06T19:00:00,"-2,420,009",SGD,Mark-to-Market,Counterparty Statement,Fully Collateralised,N,CSA-7087,"4,107,725","700,097","2,420,009","1,800,405","722,244","466,072",SGD,Call,American,1.403298,USD,5074777.31,SGD,5/11/25,28/10/32,,,,,,,ISDA,1992,NS-109,MA-230,,,
31/5/25,99999990275,99990001,OTC,TriOptima,254900F6KD0V3NHL4K90,AkbarBank SG,SG,UVG2RELU9EQ50LGLMZ14,Counterparty 224 Holdings,GB,Sovereign,AA,Credit,Swap,Credit Default Swap,OTC Derivative,Reference Entity,UYNDPA4Z7VC1TX83IR14,Temasek Holdings,SCXXXX,,23/7/25,24/7/25,23/7/28,,"36,000,000",SGD,,,186.22,SGD,,,,,,,Monthly,,30/360,,5493001KJTIIGC8Y1R12,UVG2RELU9EQ50LGLMZ14,UVG2RELU9EQ50LGLMZ14,5493001KJTIIGC8Y1R12,Buy,Long,,,Y,LCHLGB2LXXX,2025-07-23T01:00:00,25/7/25,SGD,Physical,2025-07-25T19:00:00,"1,167,081",SGD,Mark-to-Market,Internal Model,Partially Collateralised,N,CSA-6122,"497,774","686,935","236,608","666,525","111,075","5,190",SGD,,,,,,,,,UYNDPA4Z7VC1TX83IR14,Temasek Holdings,Senior Bond 2035,Senior Unsecured,Restructuring,MR,GMRA,2018,NS-110,MA-218,,,
31/5/25,99999990276,99990001,Bilateral,TriOptima,254900F6KD0V3NHL4K90,AkbarBank SG,SG,BKRPXAT20WFH61EV0R11,Counterparty 727 Holdings,AU,Broker Dealer,AA,Equity,Swap,Equity Swap,OTC Derivative,Single Name Equity,MSFT,MSFT US Equity,SESXXX,US4381896658,27/5/25,27/5/25,26/5/28,,"400,000,000",GBP,,,108.675,GBP,,,,,,,Annual,,ACT/360,,5493001KJTIIGC8Y1R12,BKRPXAT20WFH61EV0R11,5493001KJTIIGC8Y1R12,BKRPXAT20WFH61EV0R11,Buy,Long,499265,Barrels,N,,,29/5/25,GBP,Physical,2025-05-29T19:00:00,"10,713,424",GBP,Mark-to-Market,Market Data Vendor,Fully Collateralised,Y,CSA-9631,"9,861,710","847,189", -   ,"10,713,424","1,524,996","3,610,119",GBP,,,,,,,,,,,,,,,GMRA,1992,NS-132,MA-227,,QFE8MBOTIRJSAY1L6M44,
31/5/25,99999990277,99990001,Bilateral,MarkitWire,254900F6KD0V3NHL4K90,AkbarBank SG,SG,P9LYI9VVB2RNVBWK9789,Counterparty 482 Holdings,IN,Corporate,AAA,Equity,Option,Equity Option,OTC Derivative,Single Name Equity,HSBA,HSBA LN Equity,OESXXX,US4048507731,21/5/25,26/5/25,25/8/25,,"35,000,000",HKD,,,136.9915,HKD,,,,,,,Monthly,,ACT/365,,P9LYI9VVB2RNVBWK9789,254900F6KD0V3NHL4K90,254900F6KD0V3NHL4K90,P9LYI9VVB2RNVBWK9789,Sell,Long,107170,Troy Ounces,Y,LCHLGB2LXXX,2025-05-21T04:00:00,22/5/25,HKD,Physical,2025-05-24T19:00:00,"-1,611,307",HKD,Mark-to-Model,Counterparty Statement,Fully Collateralised,Y,CSA-5558,"288,510","299,042","451,539", -   ,"113,472","318,266",HKD,Put,American,113.9616,HKD,1000613.96,HKD,23/5/25,15/6/25,,,,,,,ISDA,,NS-121,MA-219,P9LYI9VVB2RNVBWK9789,,7Q2GVZ4W01UAVE861B97
31/5/25,99999990278,99990001,MTF,Internal,254900F6KD0V3NHL4K90,AkbarBank SG,SG,91E48KV2HTCIVDP8U564,Counterparty 862 Bank,CN,Corporate,BBB,Credit,Swap,Index CDS,OTC Derivative,Credit Index,iTraxx Asia ex-Japan,iTraxx Asia ex-Japan,SCXXXX,,23/1/26,28/1/26,27/1/29,,"500,000,000",GBP,,,145.87,GBP,,,,,,,Monthly,,30/360,,5493001KJTIIGC8Y1R12,91E48KV2HTCIVDP8U564,91E48KV2HTCIVDP8U564,91E48KV2HTCIVDP8U564,Buy,Short,,,N,,,24/1/26,GBP,Physical,2026-01-26T19:00:00,"13,693,855",GBP,Mark-to-Model,Internal Model,One-way CSA,Y,CSA-8348,"2,937,935","7,682,234", -   ,"845,801","4,413,977","4,190,992",GBP,,,,,,,,,,iTraxx Asia ex-Japan,Senior Bond 2034,Subordinated,Failure to Pay,MR,GMRA,,NS-156,MA-227,91E48KV2HTCIVDP8U564,U0JDM1NQTSNQZ6YPOG78,
31/5/25,99999990279,99990001,OTC,Manual,254900F6KD0V3NHL4K90,AkbarBank SG,SG,Z28UC6955Q5XRSPS6V27,Counterparty 701 Capital,AU,Broker Dealer,AA,Equity,Swap,Equity Swap,OTC Derivative,Single Name Equity,HSBA,HSBA LN Equity,SESXXX,US2219440532,9/4/25,14/4/25,12/4/35,,"150,000,000",GBP,,,37.4872,GBP,,,,,,,At Maturity,,30/360,,Z28UC6955Q5XRSPS6V27,5493001KJTIIGC8Y1R12,5493001KJTIIGC8Y1R12,Z28UC6955Q5XRSPS6V27,Sell,Long,45490,Metric Tonnes,N,,,11/4/25,GBP,Cash,2025-04-09T19:00:00,"6,396,738",GBP,Mark-to-Model,Counterparty Statement,Partially Collateralised,N,CSA-5533,"2,932,833","935,824", -   ,"6,396,738","602,690","114,751",GBP,,,,,,,,,,,,,,,None,2018,NS-130,MA-228,,01CACQ3BFEDPTX0EF682,
31/5/25,99999990280,99990001,MTF,TriOptima,254900F6KD0V3NHL4K90,AkbarBank SG,SG,AR30ZY9JBXIXZVXB7E45,Counterparty 835 Bank,IN,Asset Manager,A,Foreign Exchange,Swap,Cross Currency Swap,OTC Derivative,Currency Pair,EUR/JPY,EUR/JPY,SFCXXX,,27/12/25,28/12/25,28/12/27,,"100,000,000",EUR,"124,875,578",JPY,0.680502,JPY,0.045026,,TONAR,TONAR,76.7,224.39,Quarterly,Quarterly,30/360,ACT/365,254900F6KD0V3NHL4K90,AR30ZY9JBXIXZVXB7E45,AR30ZY9JBXIXZVXB7E45,254900F6KD0V3NHL4K90,Buy,Long,,,Y,SGXASGSGXXX,2025-12-27T07:00:00,28/12/25,EUR,Physical,2025-12-28T19:00:00,"-2,327,147",EUR,Mark-to-Model,Market Data Vendor,One-way CSA,N,CSA-2564,"648,844","264,718","2,327,147", -   ,"203,787","969,375",EUR,,,,,,,,,,,,,,,GMRA,1992,NS-132,MA-243,AR30ZY9JBXIXZVXB7E45,,
31/5/25,99999990281,99990001,SEF,TriOptima,254900F6KD0V3NHL4K90,AkbarBank SG,SG,R0U8FWN78XKH59UVD748,Counterparty 822 Pte Ltd,CN,Asset Manager,AA,Interest Rate,Swap,Basis Swap,OTC Derivative,Interest Rate,SORA,SORA,SRXXXX,,30/3/25,4/4/25,3/4/30,,"100,000,000",HKD,,,0.061404,HKD,0.061404,0.016271,TONAR,HIBOR,236.38,-22.49,Semi-Annual,Monthly,ACT/365,ACT/365,5493001KJTIIGC8Y1R12,R0U8FWN78XKH59UVD748,R0U8FWN78XKH59UVD748,5493001KJTIIGC8Y1R12,Buy,Long,,,Y,CMEGUS33XXX,2025-03-30T01:00:00,1/4/25,HKD,Physical,2025-03-30T19:00:00,"3,717,433",HKD,Mark-to-Model,Counterparty Statement,Fully Collateralised,N,CSA-6239,"2,978,258","2,881,552", -   ,"3,717,433","456,619","741,422",HKD,,,,,,,,,,,,,,,None,,NS-115,MA-247,,FFSZFMPFVWXMDEUOCM17,
31/5/25,99999990282,99990001,SEF,TriOptima,254900F6KD0V3NHL4K90,AkbarBank SG,SG,9LGJ0RVJD0TFGB0GYY98,Counterparty 730 Pte Ltd,AU,Corporate,AA,Commodity,Option,Commodity Option,OTC Derivative,Commodity,WTI_CRUDE_OIL,WTI Crude Oil,OCXXXX,,10/1/25,10/1/25,10/1/26,,"200,000,000",EUR,,,116.0027,EUR,,,,,,,Annual,,ACT/360,,5493001KJTIIGC8Y1R12,9LGJ0RVJD0TFGB0GYY98,9LGJ0RVJD0TFGB0GYY98,9LGJ0RVJD0TFGB0GYY98,Buy,Long,24446,MMBtu,N,,,11/1/25,EUR,Physical,2025-01-12T19:00:00,"-11,137,761",EUR,Mark-to-Model,Counterparty Statement,One-way CSA,Y,CSA-5162,"502,312","4,863,313","11,137,761", -   ,"1,610,123","1,113,002",EUR,Call,European,160.3139,EUR,889304,EUR,12/1/25,15/12/25,,,,,,,GMRA,2002,NS-157,MA-245,,,
31/5/25,99999990283,99990001,SEF,Manual,254900F6KD0V3NHL4K90,AkbarBank SG,SG,7ZBYCS9BLLQA0WT4Q261,Counterparty 809 Holdings,HK,Fund,BB,Credit,Swap,Credit Default Swap,OTC Derivative,Reference Entity,VW1IO6957662YW1PEN59,HSBC Holdings,SCXXXX,,25/6/25,25/6/25,24/9/25,,"90,000,000",AUD,,,211.34,AUD,,,,,,,Annual,,ACT/365,,5493001KJTIIGC8Y1R12,7ZBYCS9BLLQA0WT4Q261,5493001KJTIIGC8Y1R12,7ZBYCS9BLLQA0WT4Q261,Buy,Short,,,Y,LCHLGB2LXXX,2025-06-25T04:00:00,27/6/25,AUD,Cash,2025-06-25T19:00:00,"-1,199,657",AUD,Mark-to-Model,Market Data Vendor,Uncollateralised,N,CSA-9364,"345,538","2,504,191","41,454", -   ,"683,225","363,611",AUD,,,,,,,,,VW1IO6957662YW1PEN59,HSBC Holdings,Senior Bond 2035,Secured,Failure to Pay,MR,GMRA,2002,NS-137,MA-257,,,P9KSTEHQ3DXOT2I9PW21
31/5/25,99999990284,99990001,OTC,MarkitWire,254900F6KD0V3NHL4K90,AkbarBank SG,SG,7K8AH7NJPXNC166V1848,Counterparty 797 Investments,DE,Asset Manager,AAA,Credit,Swap,Credit Default Swap,OTC Derivative,Reference Entity,RU4VJFOWMF4UWVK65R78,Petronas,SCXXXX,,7/9/25,12/9/25,10/9/35,,"1,800,000,000",JPY,,,224.22,JPY,,,,,,,Quarterly,,30/360,,7K8AH7NJPXNC166V1848,5493001KJTIIGC8Y1R12,5493001KJTIIGC8Y1R12,5493001KJTIIGC8Y1R12,Sell,Long,,,Y,SGXASGSGXXX,2025-09-07T05:00:00,8/9/25,JPY,Cash,2025-09-10T19:00:00,"-118,948,149",JPY,Mark-to-Model,Market Data Vendor,One-way CSA,Y,CSA-9518,"37,034,886","38,110,721","118,948,149", -   ,"13,793,260","7,846,091",JPY,,,,,,,,,RU4VJFOWMF4UWVK65R78,Petronas,Senior Bond 2027,Senior Unsecured,Restructuring,XR,ISDA,2018,NS-100,MA-250,,,PADNW6LDHZMCFU4JLR28
31/5/25,99999990285,99990001,MTF,Internal,254900F6KD0V3NHL4K90,AkbarBank SG,SG,VO2PX7ZZ5GWUQR0BWP84,Counterparty 257 Investments,AU,Fund,A,Interest Rate,Swap,Interest Rate Swap,OTC Derivative,Interest Rate,BBSW,BBSW,SRXXXX,,22/1/25,27/1/25,25/1/35,,"4,000,000",EUR,,,0.015388,EUR,0.015388,,HIBOR,HIBOR,39.67,122.02,Monthly,At Maturity,30/360,30/360,5493001KJTIIGC8Y1R12,VO2PX7ZZ5GWUQR0BWP84,VO2PX7ZZ5GWUQR0BWP84,5493001KJTIIGC8Y1R12,Buy,Long,,,N,,,24/1/25,EUR,Physical,2025-01-25T19:00:00,"63,553",EUR,Mark-to-Model,Market Data Vendor,Fully Collateralised,Y,CSA-3509,"18,379","63,686","32,701","74,039","22,903","27,520",EUR,,,,,,,,,,,,,,,GMRA,1992,NS-150,MA-219,,KYL0QNXZ46RSZA29B453,
31/5/25,99999990286,99990001,OTC,MarkitWire,254900F6KD0V3NHL4K90,AkbarBank SG,SG,1R8L7P7V4R221WYUC412,Counterparty 470 Capital,HK,Sovereign,BB,Interest Rate,Option,Floor,OTC Derivative,Interest Rate,HIBOR,HIBOR,SRXXXX,,6/6/25,8/6/25,8/6/27,,"160,000,000",HKD,,,0.03773,HKD,0.03773,,BBSW,,-49.2,,Monthly,,ACT/360,,1R8L7P7V4R221WYUC412,5493001KJTIIGC8Y1R12,1R8L7P7V4R221WYUC412,5493001KJTIIGC8Y1R12,Sell,Short,,,Y,SGXASGSGXXX,2025-06-06T02:00:00,8/6/25,HKD,Cash,2025-06-07T19:00:00,"6,852,653",HKD,Mark-to-Model,Internal Model,Partially Collateralised,Y,CSA-5947,"4,121,260","258,087", -   ,"771,171","710,463","480,933",HKD,Put,European,77.8732,HKD,5194829.95,HKD,8/6/25,20/5/27,,,,,,,GMRA,1992,NS-116,MA-246,,X36VZQGOVR5TGZ8VX337,UJPJ8XXW9BW5T5X6G061
31/5/25,99999990287,99990001,MTF,Internal,254900F6KD0V3NHL4K90,AkbarBank SG,SG,H9WUVC7N5SXZCH3BMY22,Counterparty 119 Pte Ltd,AU,Sovereign,A,Foreign Exchange,Swap,FX Swap,OTC Derivative,Currency Pair,CNH/AUD,CNH/AUD,SFCXXX,,25/8/25,27/8/25,26/11/25,,"13,000,000",CNH,"12,636,108",AUD,0.923652,AUD,,,,,,,Monthly,Annual,ACT/360,,254900F6KD0V3NHL4K90,H9WUVC7N5SXZCH3BMY22,254900F6KD0V3NHL4K90,H9WUVC7N5SXZCH3BMY22,Buy,Long,,,N,,,26/8/25,CNH,Physical,2025-08-25T19:00:00,"-23,127",CNH,Mark-to-Market,Internal Model,Partially Collateralised,N,CSA-2744,"168,666","232,979","81,276", -   ,"97,927","79,572",CNH,,,,,,,,,,,,,,,ISDA,2018,NS-112,MA-203,,,
31/5/25,99999990288,99990001,OTC,Manual,254900F6KD0V3NHL4K90,AkbarBank SG,SG,TO1ZOU402ER7BMAD3O56,Counterparty 892 Investments,HK,Corporate,A,Equity,Option,Equity Option,OTC Derivative,Single Name Equity,HSBA,HSBA LN Equity,OESXXX,US8977157391,7/7/25,8/7/25,6/7/32,,"700,000,000",AUD,,,206.357,AUD,,,,,,,At Maturity,,ACT/360,,254900F6KD0V3NHL4K90,TO1ZOU402ER7BMAD3O56,254900F6KD0V3NHL4K90,TO1ZOU402ER7BMAD3O56,Buy,Long,471545,Shares,Y,CMEGUS33XXX,2025-07-07T02:00:00,8/7/25,AUD,Cash,2025-07-08T19:00:00,"51,174,376",AUD,Mark-to-Model,Internal Model,Partially Collateralised,N,CSA-1187,"16,732,042","3,491,187", -   ,"51,174,376","1,369,166","3,557,107",AUD,Put,American,127.804,AUD,13883295.54,AUD,9/7/25,21/5/32,,,,,,,None,1992,NS-126,MA-242,,URSEH7G8VFNY2M6BVJ17,8GN216TG8R5FQYIKBE43
31/5/25,99999990289,99990001,SEF,MarkitWire,254900F6KD0V3NHL4K90,AkbarBank SG,SG,3YJXA404E0LG5JCS8776,Counterparty 504 Holdings,CN,Bank,B,Interest Rate,Option,Cap,OTC Derivative,Interest Rate,BBSW,BBSW,SRXXXX,,27/1/25,29/1/25,30/7/25,,"600,000,000",USD,,,0.023032,USD,0.023032,,TONAR,,78.82,,Monthly,,ACT/360,,3YJXA404E0LG5JCS8776,5493001KJTIIGC8Y1R12,5493001KJTIIGC8Y1R12,3YJXA404E0LG5JCS8776,Sell,Long,,,Y,SGXASGSGXXX,2025-01-27T08:00:00,29/1/25,USD,Physical,2025-01-28T19:00:00,"-37,517,927",USD,Mark-to-Model,Counterparty Statement,Uncollateralised,Y,CSA-4799,"11,031,739","7,223,005","37,517,927","9,032,778","1,193,921","5,961,928",USD,Call,Bermudan,210.3379,USD,5095704.72,USD,29/1/25,9/5/25,,,,,,,None,1992,NS-100,MA-226,,,Z8JZ3A3RLHVPEPZIVK61
